visit_date,sex,age,client_type,service_received,timeliness,client_handling,quality_of_service,overall_satisfaction,comment,label
2026-03-08,Female,32,City Government Employee,Animal bite treatment,2,2,3,2,Hindi helpful yung sagot at itinuro lang ako sa ibang counter. May kulang na requirement na saka lang sinabi nung nasa counter na ako. Sana ma-review yung workflow at customer service.,negative
2026-08-08,Female,26,Non-Pasigueño,Family planning consultation,1,1,1,1,Mas matagal at mas magulo kaysa sa inaasahan ko. Matagal bago may sumagot sa concern ko sa counter. Hindi malinaw kung saan dapat pumila at saan magsisimula.,negative
2026-05-08,Male,29,City Government Employee,Medical consultation,3,2,2,2,Walang malinaw na update kung bakit delayed yung transaction. Ang daming idle time sa pagitan ng bawat step. Sana mabigyan ito ng action.,negative
2026-04-06,Male,40,City Government Employee,Wound care/dressing,2,2,1,2,"Nung nag-process ako ng nutrition service, matagal akong nakaupo bago may nag-assist sa akin. Hindi helpful yung sagot at itinuro lang ako sa ibang counter. Needs improvement talaga.",negative
2026-01-20,Female,49,Pasigueño,Health card/clearance,4,4,3,4,Satisfied ako sa naging transaction ko. Nasagot nang maayos yung tanong ko tungkol sa requirements. Very accommodating yung nag-assist sa akin. Thank you sa maayos na pag-assist.,positive
2026-06-01,Male,38,Pasigueño,Medical certificate,4,3,2,3,Decent naman yung naging service. Kailangan ko pang magtanong kung saan yung next counter; maayos naman yung actual service naman kapag ako na yung inaasikaso. May konting inconvenience pero natapos din naman.,neutral
2026-05-03,Female,42,Pasigueño,TB/DOTS consultation,2,3,3,3,"Pwede pang mas mabilis yung process, pero kumpleto naman yung information na binigay naman. Okay naman basta may konting improvement.",neutral
2026-05-23,Female,36,Non-Pasigueño,Immunization/Vaccination,2,3,4,3,"Decent naman yung naging service. Medyo mahina yung boses sa pagtawag ng number; malinaw naman yung basic instructions naman kapag ako na yung inaasikaso. Nothing serious, pero noticeable lang.",neutral
2026-05-29,Female,34,Pasigueño,Maternal health consultation,3,4,3,3,Natapos naman yung transaction ko nang maayos. Kulang lang ng mas malinaw na signage; nakuha ko naman agad yung tamang form naman kapag ako na yung inaasikaso. Sana mas mabilis nang kaunti sa susunod.,neutral
2026-05-31,Female,34,Pasigueño,Pharmacy/medicine assistance,2,2,3,2,Hindi naging maayos yung experience ko. Ang bagal ng usad ng pila at walang malinaw na update. Kulangan yung information tungkol sa requirements.,negative
2026-05-19,Female,48,Pasigueño,TB/DOTS consultation,4,3,3,4,Okay na okay yung serbisyo para sa akin. Hindi gaanong mahaba ang hintayan at mabilis natawag ang number ko. Salamat sa maayos na assistance.,positive
2026-03-27,Female,52,Pasigueño,Dental consultation,4,4,3,4,Wala naman akong naging problema sa pag-process. Mabilis nila na-process yung request ko. Keep up the good service.,positive
2026-04-04,Male,38,Non-Pasigueño,Animal bite treatment,2,4,3,3,"Neutral lang ako sa experience ko. Friendly naman yung nag-assist. Siguro ang pwede lang ayusin, medyo matagal lang bago natawag yung number ko. May konting inconvenience pero natapos din naman.",neutral
2026-04-19,Male,65,Pasigueño,Family planning consultation,3,3,3,3,"Straightforward naman yung requirements at natapos naman yung kailangan ko. Ang napansin ko lang, hindi pare-pareho yung explanation na narinig ko sa dalawang counter. Nothing serious, pero noticeable lang.",neutral
2026-02-24,Male,32,Non-Pasigueño,Vital signs screening,4,4,4,3,"Para sa consultation, magalang at approachable yung staff na nakausap ko. Dire-diretso yung process kaya hindi nasayang yung oras ko.",positive
2026-06-09,Female,48,Non-Pasigueño,Laboratory request,4,4,3,4,"Para sa dressing service, mabilis yung checking ng requirements at tuloy-tuloy yung process. Maayos ang explanation kaya walang naging aberya. Nakakagaan kapag ganito kaayos yung serbisyo.",positive
2026-03-23,Female,23,Pasigueño,Maternal health consultation,4,3,3,3,"Sa medicine assistance mismo, kumpleto naman yung information na binigay, kaso medyo mahina yung boses sa pagtawag ng number. Manageable naman kaya okay lang.",neutral
2026-02-15,Male,39,Pasigueño,Wound care/dressing,2,1,1,1,"Sa dressing service mismo, hindi malinaw yung instructions na binigay sa akin sa simula. Hindi approachable yung nakausap ko sa counter.",negative
2026-07-31,Female,36,Pasigueño,TB/DOTS consultation,3,4,2,3,"Fair naman yung experience ko. Maayos kausap yung staff. Siguro ang pwede lang ayusin, mas okay sana kung mas visible yung instructions. Pwede pang ayusin nang konti yung flow.",neutral
2026-06-13,Female,26,Pasigueño,Laboratory request,4,3,4,4,Na-appreciate ko yung maayos na assistance. Kompleto yung information na binigay sa counter. Professional kausap yung staff at mahinahon sumagot. Sana ganito lagi yung serbisyo.,positive
2026-03-20,Male,45,Pasigueño,Laboratory request,3,3,4,4,Mabilis akong nakapag-asikaso nung pumunta ako. Hindi ako pinaghintay nang matagal bago maasikaso. Courteous yung staff at malinaw makipag-usap.,positive
2026-01-12,Female,46,Pasigueño,Laboratory request,2,2,3,2,"Sa medicine request mismo, may mga nauna kahit mas late silang dumating kaya nakakalito yung pila. Kailangan pang pagbutihin yung client handling. Needs improvement talaga.",negative
2026-01-14,Male,22,Pasigueño,Laboratory request,4,3,4,4,"Para sa maternal health consultation, maayos naipaliwanag yung requirements bago ako pumila. Maayos ang pila at mabilis yung galaw sa counter. Overall smooth at convenient.",positive
2026-04-20,Male,28,Pasigueño,Medical certificate,3,2,2,2,"Sa part ng nutrition service, naramdaman kong naiirita yung kausap ko nung nagtanong ulit ako. Sobrang tagal bago ako natawag kahit matagal na akong naghihintay. Hindi dapat ganito katagal yung simpleng transaction.",negative
2026-03-24,Male,40,Non-Pasigueño,Family planning consultation,2,4,3,3,"Okay naman overall, may ilang minor issue lang. Sa health clearance mismo, may konting kalituhan sa sequence ng pila, pero natapos din naman at Maayos kausap yung staff. Sakto lang, neither good nor bad.",neutral
2026-06-14,Female,67,Non-Pasigueño,Laboratory request,3,3,3,3,"Normal lang yung naging transaction ko, nothing special. Straightforward naman yung requirements. Siguro ang pwede lang ayusin, kailangan ko pang magtanong kung saan yung next counter. Sana lang mas maging consistent next time.",neutral
2026-03-26,Male,50,Pasigueño,Medical consultation,4,4,4,3,"Maganda yung customer handling nila. Kompleto yung information na binigay sa counter. Overall, satisfied ako.",positive
2026-01-28,Female,50,Pasigueño,Health card/clearance,3,3,3,3,"Maayos naman yung actual service at natapos naman yung kailangan ko. Ang napansin ko lang, medyo masikip lang sa waiting area. Sana lang mas maging consistent next time.",neutral
2026-01-05,Female,29,City Government Employee,Health card/clearance,2,3,4,3,"Yung maternal health consultation ko, okay naman. Maayos naman yung actual service, although kulang lang ng mas malinaw na signage. Okay naman basta may konting improvement.",neutral
2026-03-06,Female,40,Pasigueño,Pharmacy/medicine assistance,3,4,4,4,Satisfied ako sa naging transaction ko. Maayos naipaliwanag yung requirements bago ako pumila. Responsive yung staff kapag may clarification. Okay na okay para sa akin.,positive
2026-03-20,Male,52,Pasigueño,TB/DOTS consultation,4,4,3,4,"Nung nag-process ako ng DOTS consultation, straightforward yung process at walang confusing na instruction. Dire-diretso yung process kaya hindi nasayang yung oras ko. Keep up the good service.",positive
2026-05-12,Male,36,Pasigueño,Animal bite treatment,3,4,4,4,Pleasant naman yung naging experience ko. Maayos naipaliwanag yung requirements bago ako pumila. Maayos yung pakikitungo sa akin mula umpisa hanggang matapos. Sana ma-maintain yung ganitong sistema.,positive
2026-01-15,Male,56,Pasigueño,Wound care/dressing,2,3,4,3,"Neutral lang ako sa experience ko. Maayos naman yung pag-check ng documents, pero medyo mahaba yung pila pero gumagalaw naman. Okay naman basta may konting improvement.",neutral
2026-01-12,Male,34,Pasigueño,Animal bite treatment,4,3,2,3,"Regarding sa treatment assistance, natapos naman nang maayos. Okay naman yung customer handling; medyo matagal lang bago natawag yung number ko lang. May konting inconvenience pero natapos din naman.",neutral
2026-04-30,Female,32,Non-Pasigueño,Dental consultation,4,3,2,3,"Wala namang major problem sa transaction. Hindi pare-pareho yung explanation na narinig ko sa dalawang counter; Maayos kausap yung staff naman kapag ako na yung inaasikaso. Nothing serious, pero noticeable lang.",neutral
2026-02-23,Female,69,Non-Pasigueño,Medical consultation,2,4,3,3,"Wala namang major problem sa transaction. Okay naman yung customer handling. Siguro ang pwede lang ayusin, medyo matagal yung checking ng requirements. Pwede pang ayusin nang konti yung flow.",neutral
2026-03-09,Male,48,Pasigueño,Animal bite treatment,2,2,2,2,"Regarding sa animal bite service, walang maayos na direction kung ano yung next step. Hindi maayos yung pakikitungo nung humingi ako ng clarification.",negative
2026-01-23,Male,60,Pasigueño,Vital signs screening,4,4,4,4,Hindi ako kinailangang magtanong nang paulit-ulit. Friendly naman yung nasa counter at hindi nakaka-intimidate magtanong. Salamat sa maayos na assistance.,positive
2026-01-10,Female,34,Pasigueño,Medical certificate,3,2,2,2,Hindi ko nagustuhan yung naging flow ng service. Kailangan pang pagbutihin yung client handling. I hope maayos ito sa susunod.,negative
2026-04-21,Female,38,City Government Employee,Vital signs screening,3,3,2,3,"Okay naman yung customer handling at natapos naman yung kailangan ko. Ang napansin ko lang, may konting waiting time sa pagitan ng steps. Manageable naman kaya okay lang.",neutral
2026-03-08,Male,60,Pasigueño,Medical consultation,3,4,4,4,"Maayos at organized yung naging service. Mabilis yung checking ng requirements at tuloy-tuloy yung process. Okay yung attitude ng staff, polite at helpful.",positive
2026-04-18,Male,28,Pasigueño,Family planning consultation,3,2,2,2,Parang minamadali ako kahit hindi ko pa naiintindihan yung instruction. Iba-iba yung instruction na nakuha ko sa bawat counter. Mas okay sana kung may malinaw na queue at proper guidance.,negative
2026-04-24,Female,38,Pasigueño,Health card/clearance,3,4,2,3,"May good parts naman yung service pero may konting inconvenience. Okay naman yung customer handling. Siguro ang pwede lang ayusin, pwede pang mas mabilis yung process. Manageable naman kaya okay lang.",neutral
2026-03-14,Male,46,Pasigueño,Nutrition counseling,3,2,3,3,"Medyo mahina yung boses sa pagtawag ng number, pero nakuha ko naman agad yung tamang form naman. Overall okay pa rin naman.",neutral
2026-01-14,Female,44,Pasigueño,Animal bite treatment,3,4,3,4,Friendly naman yung nasa counter at hindi nakaka-intimidate magtanong. Maayos ang explanation kaya walang naging aberya. Sana ganito lagi yung serbisyo.,positive
2026-04-09,Female,54,Pasigueño,Nutrition counseling,3,4,4,4,Maayos at organized yung naging service. Maayos naipaliwanag yung requirements bago ako pumila. Courteous yung staff at malinaw makipag-usap. Nakakagaan kapag ganito kaayos yung serbisyo.,positive
2026-06-11,Female,49,Pasigueño,Nutrition counseling,3,4,4,4,"Regarding sa wound dressing, simple at understandable yung explanation ng process. Hindi gaanong mahaba ang hintayan at mabilis natawag ang number ko. Keep up the good service.",positive
2026-02-17,Female,40,Pasigueño,Referral assistance,2,1,1,1,Hindi helpful yung sagot at itinuro lang ako sa ibang counter. Kulang yung explanation kaya napabalik pa ako. Marami pang kailangang i-improve.,negative
2026-07-31,Male,59,Pasigueño,Laboratory request,1,2,2,2,Poor yung experience ko this time. Halos walang movement yung pila for a long time. Kulang sa courtesy yung naging assistance. Hindi dapat ganito katagal yung simpleng transaction.,negative
2026-08-10,Female,65,Pasigueño,Referral assistance,4,4,3,4,"Regarding sa maternal health service, mabilis umusad yung pila kahit may ibang clients. Maayos naipaliwanag yung requirements bago ako pumila. Thank you sa maayos na pag-assist.",positive
2026-06-25,Female,25,Non-Pasigueño,Medical consultation,4,3,2,3,"Regarding sa consultation, helpful naman yung nasa counter, kaso pwede pang mas mabilis yung process. May room for improvement pero acceptable naman.",neutral
2026-05-06,Male,30,Pasigueño,Vital signs screening,4,4,4,4,"Sa medicine request mismo, mabilis nila na-process yung request ko. Simple at understandable yung explanation ng process. Nakakagaan kapag ganito kaayos yung serbisyo.",positive
2026-06-19,Female,44,Pasigueño,Dental consultation,1,1,1,1,"Regarding sa dental service, iba-iba yung instruction na nakuha ko sa bawat counter. Naramdaman kong naiirita yung kausap ko nung nagtanong ulit ako.",negative
2026-01-24,Male,36,Pasigueño,Immunization/Vaccination,2,2,2,2,Hindi malinaw yung instructions na binigay sa akin sa simula. Ang bagal ng usad ng pila at walang malinaw na update. Please improve the process and client handling.,negative
2026-04-21,Female,29,Non-Pasigueño,Family planning consultation,4,3,3,4,"Para sa wound care, dire-diretso yung process kaya hindi nasayang yung oras ko. Clear yung directions at hindi ako nalito sa process. Keep up the good service.",positive
2026-04-02,Male,36,Non-Pasigueño,Medical certificate,2,1,1,1,Maraming naging aberya sa pag-process ko. Iba-iba yung instruction na nakuha ko sa bawat counter. Sana ayusin yung system para hindi maulit sa ibang client.,negative
2026-03-07,Male,30,Pasigueño,Vital signs screening,3,3,4,3,"Maayos kausap yung staff at natapos naman yung kailangan ko. Ang napansin ko lang, may ilang minuto na walang gumagalaw sa pila. May konting inconvenience pero natapos din naman.",neutral
2026-02-11,Male,42,Pasigueño,Pharmacy/medicine assistance,3,3,3,3,"Friendly naman yung nag-assist at natapos naman yung kailangan ko. Ang napansin ko lang, kulang lang ng mas malinaw na signage. Pwede pang ayusin nang konti yung flow.",neutral
2026-04-27,Male,30,Pasigueño,Medical consultation,3,4,3,4,Happy naman ako sa naging assistance. Mabilis umusad yung pila kahit may ibang clients. Okay na okay para sa akin.,positive
2026-04-21,Female,38,City Government Employee,TB/DOTS consultation,2,2,2,2,May mga bagay sa service na kailangan talagang ayusin. Hindi efficient yung flow kaya nasayang yung oras ko. Hindi professional yung tono ng pakikipag-usap sa akin. Sana magkaroon ng clearer instructions at mas maayos na pila.,negative
2026-04-03,Female,40,City Government Employee,Animal bite treatment,3,3,4,3,"Average lang yung experience ko. Para sa bite treatment process, may konting delay pero manageable naman, pero natapos din naman at kumpleto naman yung information na binigay. Pwede pang ayusin nang konti yung flow.",neutral
2026-01-28,Male,25,Pasigueño,Health card/clearance,2,2,1,2,Nahirapan ako sa naging proseso. May kulang na requirement na saka lang sinabi nung nasa counter na ako. Sana mabigyan ito ng action.,negative
2026-06-08,Female,28,Pasigueño,Nutrition counseling,4,4,4,4,Simple at understandable yung explanation ng process. Responsive yung staff kapag may clarification. Nakakagaan kapag ganito kaayos yung serbisyo.,positive
2026-05-10,Male,44,Pasigueño,Dental consultation,2,2,2,2,Naramdaman kong naiirita yung kausap ko nung nagtanong ulit ako. Hindi straightforward yung process at maraming unnecessary na tanong. Please improve the process and client handling.,negative
2026-07-21,Male,53,Pasigueño,Laboratory request,3,3,4,4,Hindi minadali yung pag-assist sa akin. Straightforward yung process at walang confusing na instruction. Wala akong reklamo sa naging service.,positive
2026-05-13,Female,68,Pasigueño,Medical certificate,2,3,2,2,Hindi naging smooth yung pag-asikaso ko. Walang maayos na direction kung ano yung next step. I hope maayos ito sa susunod.,negative
2026-05-18,Female,41,Non-Pasigueño,Medical certificate,3,4,3,3,"Nung nag-process ako ng certificate request, nasagot naman yung tanong ko, kaso hindi agad malinaw kung saan kukunin yung form. Pwede pang ayusin nang konti yung flow.",neutral
2026-04-25,Female,40,Pasigueño,Medical consultation,3,3,3,3,Nakuha ko naman yung kailangan ko. Medyo mabagal lang yung usad nung maraming tao; helpful naman yung nasa counter naman kapag ako na yung inaasikaso. May room for improvement pero acceptable naman.,neutral
2026-08-09,Male,29,Pasigueño,Animal bite treatment,1,1,2,1,Medyo frustrating yung naging proseso. Hindi patient mag-explain yung staff. Sana mas organized at respectful next time.,negative
2026-01-11,Female,61,Pasigueño,Wound care/dressing,1,2,2,2,"Sa dressing service mismo, hindi straightforward yung process at maraming unnecessary na tanong. Hindi patient mag-explain yung staff.",negative
2026-02-16,Male,53,Pasigueño,Medical consultation,2,3,2,2,Hindi okay para sa akin yung naging service. Hindi maayos yung pakikitungo nung humingi ako ng clarification. Sana ma-review yung workflow at customer service.,negative
2026-07-19,Male,54,Pasigueño,Medical certificate,2,2,2,2,Poor yung experience ko this time. Masyadong mahaba yung waiting time para sa simpleng transaction. Kulangan yung information tungkol sa requirements.,negative
2026-07-24,Female,30,City Government Employee,Medical consultation,2,1,1,1,Walang maayos na direction kung ano yung next step. Ang tagal ng checking kahit kumpleto naman yung dala ko. Kailangan talagang pagbutihin yung service.,negative
2026-04-13,Female,31,Pasigueño,Health card/clearance,2,2,2,2,Disappointed ako sa naging transaction. Hindi straightforward yung process at maraming unnecessary na tanong. Needs improvement talaga.,negative
2026-04-02,Male,35,Non-Pasigueño,Family planning consultation,4,4,4,3,Happy naman ako sa naging assistance. Madaling sundan yung steps na sinabi sa akin. Friendly naman yung nasa counter at hindi nakaka-intimidate magtanong. Thank you sa maayos na pag-assist.,positive
2026-03-24,Female,47,Pasigueño,Animal bite treatment,4,3,4,4,Mabilis akong nakapag-asikaso nung pumunta ako. Efficient yung pila at hindi magulo yung tawagan. Sana ganito lagi yung serbisyo.,positive
2026-07-26,Female,24,City Government Employee,Medical consultation,2,3,3,3,"Sa consultation process mismo, okay naman. Friendly naman yung nag-assist, although medyo matagal yung checking ng requirements. Sakto lang, neither good nor bad.",neutral
2026-07-22,Male,60,Pasigueño,Medical consultation,4,3,4,4,"Regarding sa lab request, malinaw yung instructions kaya alam ko agad kung ano ang susunod. Konti lang yung waiting time nung pumunta ako. Salamat sa maayos na assistance.",positive
2026-07-29,Female,47,City Government Employee,Health card/clearance,4,3,2,3,"Fair naman yung experience ko. Yung pagpapatingin ko, may ilang minuto na walang gumagalaw sa pila, pero natapos din naman at organized naman yung pila. May room for improvement pero acceptable naman.",neutral
2026-02-27,Female,56,Non-Pasigueño,Family planning consultation,3,3,2,3,"Yung referral process ko, maayos naman yung actual service, kaso mas okay sana kung mas visible yung instructions. May room for improvement pero acceptable naman.",neutral
2026-07-04,Female,46,Pasigueño,Wound care/dressing,2,1,1,1,Poor yung experience ko this time. Hindi malinaw yung instructions kaya ilang beses akong nalito. Sana mas organized at respectful next time.,negative
2026-03-21,Male,65,Pasigueño,Medical consultation,1,1,1,1,"Para sa vaccine process, walang maayos na direction kung ano yung next step. Hindi consistent yung assistance at iba-iba yung sinasabi ng staff.",negative
2026-02-08,Female,42,Pasigueño,Laboratory request,3,3,3,3,"Sa part ng maternal health service, Maayos kausap yung staff, kaso medyo matagal lang bago natawag yung number ko. May konting inconvenience pero natapos din naman.",neutral
2026-05-21,Female,42,Non-Pasigueño,Referral assistance,3,4,3,4,"Regarding sa dressing service, kompleto yung information na binigay sa counter. Hindi gaanong mahaba ang hintayan at mabilis natawag ang number ko. Overall smooth at convenient.",positive
2026-07-06,Female,42,City Government Employee,Immunization/Vaccination,4,4,4,3,Wala naman akong naging problema sa pag-process. Clear yung directions at hindi ako nalito sa process. Professional kausap yung staff at mahinahon sumagot. Okay na okay para sa akin.,positive
2026-02-16,Female,42,Pasigueño,Family planning consultation,2,2,1,2,Parang minamadali ako kahit hindi ko pa naiintindihan yung instruction. Walang maayos na direction kung ano yung next step. Sana ma-review yung workflow at customer service.,negative
2026-02-26,Female,35,Pasigueño,Vital signs screening,4,4,4,4,Maayos ang explanation kaya walang naging aberya. Maayos yung pakikitungo sa akin mula umpisa hanggang matapos. Keep up the good service.,positive
2026-06-02,Male,43,Pasigueño,Family planning consultation,3,3,4,3,"Para sa counseling session, natapos naman nang maayos. Friendly naman yung nag-assist; mas okay sana kung mas visible yung instructions lang. Sakto lang, neither good nor bad.",neutral
2026-04-27,Male,45,Pasigueño,TB/DOTS consultation,1,1,2,1,"Nung nag-process ako ng nutrition counseling, hindi maayos yung signage kaya napunta ako sa maling pila. Kailangan pang pagbutihin yung client handling.",negative
2026-04-10,Male,34,Pasigueño,TB/DOTS consultation,1,1,1,1,"Sa part ng lab request, hindi organized yung queue kaya mas humaba yung paghihintay. Hindi maganda yung tono ng staff nung nagtanong ako. Sana magkaroon ng clearer instructions at mas maayos na pila.",negative
2026-06-24,Male,61,Pasigueño,Nutrition counseling,3,3,2,3,"Sa counseling session mismo, natapos naman nang maayos. Maayos naman yung actual service; may konting waiting time sa pagitan ng steps lang. May konting inconvenience pero natapos din naman.",neutral
2026-02-10,Female,43,Pasigueño,Maternal health consultation,4,4,3,4,Maaga akong natapos kaya okay yung experience ko. Hindi ako pinaghintay nang matagal bago maasikaso. May initiative silang i-guide ako kung saan susunod.,positive
2026-03-31,Male,56,Non-Pasigueño,Vital signs screening,4,3,3,4,Professional kausap yung staff at mahinahon sumagot. Clear yung directions at hindi ako nalito sa process. Thank you sa maayos na pag-assist.,positive
2026-01-17,Male,63,Non-Pasigueño,Medical certificate,4,4,3,4,"Regarding sa pagpapatingin, efficient yung pila at hindi magulo yung tawagan. Clear yung directions at hindi ako nalito sa process. Sana ganito lagi yung serbisyo.",positive
2026-01-23,Male,43,City Government Employee,Animal bite treatment,2,3,3,3,"Medyo mahaba yung pila pero gumagalaw naman, pero organized naman yung pila naman. Sana mas mabilis nang kaunti sa susunod.",neutral
2026-07-22,Male,48,Pasigueño,Dental consultation,3,4,4,4,Sulit yung pagpunta ko dahil mabilis natapos yung kailangan ko. Kompleto yung information na binigay sa counter. Professional kausap yung staff at mahinahon sumagot. Overall smooth at convenient.,positive
2026-02-07,Female,28,Pasigueño,Pharmacy/medicine assistance,2,1,2,2,Maraming naging aberya sa pag-process ko. Hindi malinaw yung instructions kaya ilang beses akong nalito. Please improve the process and client handling.,negative
2026-03-29,Female,38,Pasigueño,Pharmacy/medicine assistance,2,1,2,2,Stressful yung naging transaction ko. Ang daming idle time sa pagitan ng bawat step. Hindi malinaw kung saan dapat pumila at saan magsisimula.,negative
2026-01-28,Female,66,Pasigueño,Vital signs screening,4,3,4,4,"Yung consultation process ko, patient mag-explain yung staff kahit may follow-up questions ako. Mabilis nila na-process yung request ko.",positive
2026-07-01,Male,42,Pasigueño,Health card/clearance,4,4,3,4,"Yung dental consultation ko, hindi gaanong mahaba ang hintayan at mabilis natawag ang number ko. Nasagot nang maayos yung tanong ko tungkol sa requirements. Good job sa staff.",positive
2026-04-23,Female,52,Pasigueño,Pharmacy/medicine assistance,4,4,4,4,"Nung nag-process ako ng consultation process, madaling sundan yung steps na sinabi sa akin. Mabilis yung checking ng requirements at tuloy-tuloy yung process. Wala akong reklamo sa naging service.",positive
2026-05-24,Male,42,Pasigueño,Vital signs screening,1,1,1,1,Hindi ko nagustuhan yung naging flow ng service. Dapat mas malinaw yung listahan ng kailangan bago pumila. Sana mas organized at respectful next time.,negative
2026-02-20,Female,71,Non-Pasigueño,Wound care/dressing,2,3,4,3,Fair naman yung experience ko. Medyo masikip lang sa waiting area; okay naman yung flow kapag ikaw na yung nasa counter naman kapag ako na yung inaasikaso. Overall okay pa rin naman.,neutral
2026-08-02,Female,33,Non-Pasigueño,Referral assistance,2,3,4,3,"Okay naman yung customer handling at natapos naman yung kailangan ko. Ang napansin ko lang, medyo mahaba yung pila pero gumagalaw naman. Fair lang yung rating ko.",neutral
2026-05-24,Female,57,Pasigueño,Vital signs screening,1,2,2,2,Hindi ko nagustuhan yung naging flow ng service. Ang tagal ng checking kahit kumpleto naman yung dala ko. Hindi straightforward yung process at maraming unnecessary na tanong.,negative
2026-01-06,Male,42,Non-Pasigueño,Laboratory request,2,1,2,2,"Regarding sa medicine request, parang walang willingness tumulong nung nalito ako sa process. Masyadong mahaba yung waiting time para sa simpleng transaction. Sana ayusin yung system para hindi maulit sa ibang client.",negative
2026-03-09,Male,65,Pasigueño,Laboratory request,2,1,2,2,Disappointed ako sa naging transaction. Parang minamadali ako kahit hindi ko pa naiintindihan yung instruction. Needs improvement talaga.,negative
2026-03-04,Male,37,City Government Employee,Family planning consultation,1,2,2,2,Hindi maganda yung tono ng staff nung nagtanong ako. Kulangan yung information tungkol sa requirements. Needs improvement talaga.,negative
2026-06-08,Female,41,Pasigueño,TB/DOTS consultation,2,2,1,2,"Hindi ako satisfied sa naging assistance. Mabagal na nga yung pila, ilang beses pa akong pinabalik sa ibang counter. Walang maayos na direction kung ano yung next step.",negative
2026-08-04,Male,36,Pasigueño,Immunization/Vaccination,3,4,4,4,Naging convenient yung process para sa akin. Dire-diretso yung process kaya hindi nasayang yung oras ko. Babalik ako nang hindi nag-aalala kung kailangan ulit.,positive
2026-06-06,Male,45,Non-Pasigueño,TB/DOTS consultation,4,4,3,4,Maganda yung naging proseso from start to finish. Sakto lang yung waiting time at mabilis yung actual transaction. Patient mag-explain yung staff kahit may follow-up questions ako.,positive
2026-07-19,Male,48,Pasigueño,Medical certificate,2,3,2,2,"Nung nag-process ako ng vaccine process, walang malinaw na update kung bakit delayed yung transaction. Parang ayaw sumagot nung staff sa follow-up question ko.",negative
2026-05-13,Male,67,Pasigueño,Nutrition counseling,3,4,2,3,"May ilang minuto na walang gumagalaw sa pila, pero maayos naman yung pag-check ng documents naman. Sana lang mas maging consistent next time.",neutral
2026-06-07,Female,24,Pasigueño,Dental consultation,3,2,2,2,"Para sa dental service, hindi malinaw yung instructions kaya ilang beses akong nalito. Hindi professional yung tono ng pakikipag-usap sa akin.",negative
2026-06-11,Male,27,Pasigueño,Medical consultation,3,4,3,4,Madaling sundan yung steps na sinabi sa akin. Patient mag-explain yung staff kahit may follow-up questions ako. Good job sa staff.,positive
2026-03-06,Male,49,Pasigueño,Family planning consultation,1,2,2,2,Poor yung experience ko this time. Confusing yung sequence ng steps. Marami pang kailangang i-improve.,negative
2026-05-09,Female,30,Pasigueño,TB/DOTS consultation,4,3,4,4,Satisfied ako sa naging transaction ko. Madaling sundan yung steps na sinabi sa akin. Tinulungan ako agad nung hindi ko alam yung next step. Sana ma-maintain yung ganitong sistema.,positive
2026-01-18,Female,33,Pasigueño,Referral assistance,4,4,4,3,Naging convenient yung process para sa akin. Maayos naipaliwanag yung requirements bago ako pumila. Friendly naman yung nasa counter at hindi nakaka-intimidate magtanong. Salamat sa maayos na assistance.,positive
2026-07-13,Male,45,Pasigueño,Family planning consultation,4,3,3,4,Happy naman ako sa naging assistance. Nasunod naman agad yung sequence ng pila. Keep up the good service.,positive
2026-06-17,Male,33,City Government Employee,Wound care/dressing,3,3,3,3,"Sa part ng pagpapa-dental, natapos naman nang maayos. Hindi naman ako pinabalik para sa kulang na requirement; kulang lang ng mas malinaw na signage lang. Sana mas mabilis nang kaunti sa susunod.",neutral
2026-07-21,Female,38,Pasigueño,Vital signs screening,4,4,4,3,Simple at understandable yung explanation ng process. Friendly naman yung nasa counter at hindi nakaka-intimidate magtanong. Overall smooth at convenient.,positive
2026-01-27,Male,54,Pasigueño,Animal bite treatment,3,3,2,3,"Acceptable naman yung service para sa akin. Yung medicine request ko, medyo mabagal lang yung usad nung maraming tao, pero natapos din naman at organized naman yung pila. Sana lang mas maging consistent next time.",neutral
2026-02-06,Female,34,Pasigueño,Referral assistance,2,4,3,3,"Normal lang yung naging transaction ko, nothing special. Nung nag-process ako ng request para sa laboratory, medyo mahaba yung pila pero gumagalaw naman, pero natapos din naman at okay naman yung flow kapag ikaw na yung nasa counter. Overall okay pa rin naman.",neutral
2026-06-30,Male,51,Non-Pasigueño,Nutrition counseling,2,2,3,2,"Nung nag-process ako ng screening, kulang yung explanation kaya napabalik pa ako. Hindi consistent yung assistance at iba-iba yung sinasabi ng staff.",negative
2026-06-08,Female,54,Pasigueño,Medical certificate,4,3,3,4,Tinulungan ako agad nung hindi ko alam yung next step. Alam ko agad kung saan pupunta dahil malinaw yung instructions. Sana ganito lagi yung serbisyo.,positive
2026-03-21,Female,42,Pasigueño,Referral assistance,4,3,4,4,Okay na okay yung serbisyo para sa akin. Mabilis umusad yung pila kahit may ibang clients. Magalang at approachable yung staff na nakausap ko.,positive
2026-07-18,Female,58,Pasigueño,Medical consultation,3,2,2,2,"Regarding sa clearance request, mas maayos sana kung mas respectful yung pakikitungo sa clients. Ang bagal ng usad ng pila at walang malinaw na update. Sana mas organized at respectful next time.",negative
2026-04-22,Male,29,Pasigueño,Laboratory request,4,3,2,3,"Hindi naman bad, pero may pwede pang ayusin. Straightforward naman yung requirements. Siguro ang pwede lang ayusin, hindi agad malinaw kung saan kukunin yung form. Overall okay pa rin naman.",neutral
